county,precinct,office,district,party,candidate,votes,ADV,ED,PROV
Crawford,26 Lincoln-Arcadia,State Treasurer,,D,Carmen Alldritt,18,4,14,0
Crawford,27 Lone Star,State Treasurer,,D,Carmen Alldritt,173,30,139,4
Crawford,28 McCune,State Treasurer,,D,Carmen Alldritt,48,6,40,2
Crawford,29 Mulberry W1,State Treasurer,,D,Carmen Alldritt,24,0,24,0
Crawford,30 Mulberry W2,State Treasurer,,D,Carmen Alldritt,18,5,13,0
Crawford,31 North Arma,State Treasurer,,D,Carmen Alldritt,101,30,69,2
Crawford,32 Opolis,State Treasurer,,D,Carmen Alldritt,48,12,34,2
Crawford,33 Osage-McCune,State Treasurer,,D,Carmen Alldritt,30,5,25,0
Crawford,34 Parkview,State Treasurer,,D,Carmen Alldritt,46,12,32,2
Crawford,35 Parkview,State Treasurer,,D,Carmen Alldritt,45,12,29,4
Crawford,36 Pittsburg W1P1,State Treasurer,,D,Carmen Alldritt,66,15,44,7
Crawford,37 Pittsburg W1P2,State Treasurer,,D,Carmen Alldritt,160,34,117,9
Crawford,38 Pittsburg W1P3,State Treasurer,,D,Carmen Alldritt,349,104,234,11
Crawford,39 Pittsburg W2P1,State Treasurer,,D,Carmen Alldritt,74,12,59,3
Crawford,40 Pittsburg W2P2,State Treasurer,,D,Carmen Alldritt,107,27,74,6
Crawford,41 Pittsburg W2P3,State Treasurer,,D,Carmen Alldritt,131,37,90,4
Crawford,42 Pittsburg W2P4,State Treasurer,,D,Carmen Alldritt,87,23,62,2
Crawford,43 Pittsburg W2P5,State Treasurer,,D,Carmen Alldritt,96,22,65,9
Crawford,44 Pittsburg W3P1,State Treasurer,,D,Carmen Alldritt,100,20,74,6
Crawford,45 Pittsburg W3P2,State Treasurer,,D,Carmen Alldritt,111,29,78,4
Crawford,46 Pittsburg W4P1,State Treasurer,,D,Carmen Alldritt,50,9,38,3
Crawford,47 Pittsburg W4P2,State Treasurer,,D,Carmen Alldritt,88,28,54,6
Crawford,48 Pittsburg W4P3,State Treasurer,,D,Carmen Alldritt,164,50,110,4
Crawford,49 Pittsburg W4P4,State Treasurer,,D,Carmen Alldritt,73,16,53,4
Crawford,50 Pittsburg W4P5,State Treasurer,,D,Carmen Alldritt,188,43,142,3
Crawford,51 Pittsburg W4P6,State Treasurer,,D,Carmen Alldritt,25,7,18,0
Crawford,52 Raymond,State Treasurer,,D,Carmen Alldritt,85,18,65,2
Crawford,53 Sheridan-Cherokee,State Treasurer,,D,Carmen Alldritt,21,2,18,1
Crawford,54 Sheridan,State Treasurer,,D,Carmen Alldritt,20,2,18,0
Crawford,55 Sherman,State Treasurer,,D,Carmen Alldritt,72,14,57,1
Crawford,56 Smelter,State Treasurer,,D,Carmen Alldritt,93,27,64,2
Crawford,57 South Arma,State Treasurer,,D,Carmen Alldritt,134,38,92,4
Crawford,58 Walnut,State Treasurer,,D,Carmen Alldritt,16,4,12,0
Crawford,59 Walnut twp,State Treasurer,,D,Carmen Alldritt,0,0,0,
Crawford,60 Walnut twp,State Treasurer,,D,Carmen Alldritt,6,0,6,0
Crawford,61 Walnut-Hepler,State Treasurer,,D,Carmen Alldritt,1,0,1,0
Crawford,62 Walnut-Hepler,State Treasurer,,D,Carmen Alldritt,8,0,8,0
Crawford,01 Arcadia,State Treasurer,,R,Ken Estes,48,6,42,0
Crawford,02 Baker,State Treasurer,,R,Ken Estes,243,18,215,10
Crawford,03 Beulah,State Treasurer,,R,Ken Estes,62,10,51,1
Crawford,04 Brazilton,State Treasurer,,R,Ken Estes,25,2,22,1
Crawford,05 Capaldo,State Treasurer,,R,Ken Estes,11,1,10,0
Crawford,06 Capaldo,State Treasurer,,R,Ken Estes,84,17,67,0
Crawford,07 Cherokee,State Treasurer,,R,Ken Estes,113,9,98,6
Crawford,08 Cherokee-Sheridan,State Treasurer,,R,Ken Estes,86,5,80,1
Crawford,09 Chicopee,State Treasurer,,R,Ken Estes,145,24,119,2
Crawford,10 Crawford,State Treasurer,,R,Ken Estes,132,13,116,3
Crawford,11 Crowe,State Treasurer,,R,Ken Estes,43,2,41,0
Crawford,12 Franklin,State Treasurer,,R,Ken Estes,64,8,54,2
Crawford,13 Franklin,State Treasurer,,R,Ken Estes,2,0,2,0
Crawford,14 Frontenac W1,State Treasurer,,R,Ken Estes,129,21,103,5
Crawford,15 Frontenac W2,State Treasurer,,R,Ken Estes,199,34,160,5
Crawford,16 Frontenac W3,State Treasurer,,R,Ken Estes,85,9,73,3
Crawford,17 Frontenac W4,State Treasurer,,R,Ken Estes,57,9,47,1
Crawford,18 Girard W1,State Treasurer,,R,Ken Estes,46,2,44,0
Crawford,19 Girard W2,State Treasurer,,R,Ken Estes,162,27,133,2
Crawford,20 Girard W3,State Treasurer,,R,Ken Estes,84,11,68,5
Crawford,21 Girard W4,State Treasurer,,R,Ken Estes,146,25,116,5
Crawford,22 Grant,State Treasurer,,R,Ken Estes,75,6,69,0
Crawford,23 Hepler,State Treasurer,,R,Ken Estes,19,0,17,2
Crawford,24 Lincoln,State Treasurer,,R,Ken Estes,75,9,66,0
Crawford,25 Lincoln,State Treasurer,,R,Ken Estes,4,0,4,0
Crawford,26 Lincoln-Arcadia,State Treasurer,,R,Ken Estes,11,1,10,0
Crawford,27 Lone Star,State Treasurer,,R,Ken Estes,263,25,234,4
Crawford,28 McCune,State Treasurer,,R,Ken Estes,69,6,62,1
Crawford,29 Mulberry W1,State Treasurer,,R,Ken Estes,27,4,23,0
Crawford,30 Mulberry W2,State Treasurer,,R,Ken Estes,26,1,25,0
Crawford,31 North Arma,State Treasurer,,R,Ken Estes,131,15,114,2
Crawford,32 Opolis,State Treasurer,,R,Ken Estes,87,10,76,1
Crawford,33 Osage-McCune,State Treasurer,,R,Ken Estes,130,9,121,0
Crawford,34 Parkview,State Treasurer,,R,Ken Estes,31,3,26,2
Crawford,35 Parkview,State Treasurer,,R,Ken Estes,43,4,36,3
Crawford,36 Pittsburg W1P1,State Treasurer,,R,Ken Estes,105,16,84,5
Crawford,37 Pittsburg W1P2,State Treasurer,,R,Ken Estes,195,30,161,4
Crawford,38 Pittsburg W1P3,State Treasurer,,R,Ken Estes,489,80,402,7
Crawford,39 Pittsburg W2P1,State Treasurer,,R,Ken Estes,73,5,67,1
Crawford,40 Pittsburg W2P2,State Treasurer,,R,Ken Estes,106,13,91,2
Crawford,41 Pittsburg W2P3,State Treasurer,,R,Ken Estes,113,18,90,5
Crawford,42 Pittsburg W2P4,State Treasurer,,R,Ken Estes,126,18,106,2
Crawford,43 Pittsburg W2P5,State Treasurer,,R,Ken Estes,186,24,158,4
Crawford,44 Pittsburg W3P1,State Treasurer,,R,Ken Estes,100,10,84,6
Crawford,45 Pittsburg W3P2,State Treasurer,,R,Ken Estes,122,19,99,4
Crawford,46 Pittsburg W4P1,State Treasurer,,R,Ken Estes,32,3,27,2
Crawford,47 Pittsburg W4P2,State Treasurer,,R,Ken Estes,57,11,40,6
Crawford,48 Pittsburg W4P3,State Treasurer,,R,Ken Estes,154,15,131,8
Crawford,49 Pittsburg W4P4,State Treasurer,,R,Ken Estes,68,9,53,6
Crawford,50 Pittsburg W4P5,State Treasurer,,R,Ken Estes,281,50,226,5
Crawford,51 Pittsburg W4P6,State Treasurer,,R,Ken Estes,52,4,48,0
Crawford,52 Raymond,State Treasurer,,R,Ken Estes,183,25,156,2
Crawford,53 Sheridan-Cherokee,State Treasurer,,R,Ken Estes,19,1,18,0
Crawford,54 Sheridan,State Treasurer,,R,Ken Estes,24,1,23,0
Crawford,55 Sherman,State Treasurer,,R,Ken Estes,146,9,136,1
Crawford,56 Smelter,State Treasurer,,R,Ken Estes,156,9,145,2
Crawford,57 South Arma,State Treasurer,,R,Ken Estes,133,18,113,2
Crawford,58 Walnut,State Treasurer,,R,Ken Estes,26,1,25,0
Crawford,59 Walnut twp,State Treasurer,,R,Ken Estes,2,0,2,0
Crawford,60 Walnut twp,State Treasurer,,R,Ken Estes,10,0,8,2
Crawford,61 Walnut-Hepler,State Treasurer,,R,Ken Estes,0,0,0,
Crawford,62 Walnut-Hepler,State Treasurer,,R,Ken Estes,10,1,9,0
Crawford,15 Frontenac W2,State Treasurer,,,writeins,1,0,1,0
Crawford,26 Lincoln-Arcadia,State Treasurer,,,writeins,1,0,1,0
Crawford,27 Lone Star,State Treasurer,,,writeins,2,0,2,0
Crawford,28 McCune,State Treasurer,,,writeins,1,0,1,0
Crawford,40 Pittsburg W2P2,State Treasurer,,,writeins,1,0,1,0
Crawford,42 Pittsburg W2P4,State Treasurer,,,writeins,1,0,1,0
Crawford,45 Pittsburg W3P2,State Treasurer,,,writeins,2,1,1,0
Crawford,48 Pittsburg W4P3,State Treasurer,,,writeins,1,0,1,0
Crawford,01 Arcadia,U.S. Senate,,I,Greg Orman,34,7,24,3
Crawford,02 Baker,U.S. Senate,,I,Greg Orman,147,30,109,8
Crawford,03 Beulah,U.S. Senate,,I,Greg Orman,34,6,28,0
Crawford,04 Brazilton,U.S. Senate,,I,Greg Orman,10,0,9,1
Crawford,05 Capaldo,U.S. Senate,,I,Greg Orman,10,1,9,0
Crawford,06 Capaldo,U.S. Senate,,I,Greg Orman,64,16,47,1
Crawford,07 Cherokee,U.S. Senate,,I,Greg Orman,66,5,61,0
Crawford,08 Cherokee-Sheridan,U.S. Senate,,I,Greg Orman,49,2,47,0
Crawford,09 Chicopee,U.S. Senate,,I,Greg Orman,89,20,67,2
Crawford,10 Crawford,U.S. Senate,,I,Greg Orman,39,4,34,1
Crawford,11 Crowe,U.S. Senate,,I,Greg Orman,41,11,29,1
Crawford,12 Franklin,U.S. Senate,,I,Greg Orman,56,16,37,3
Crawford,13 Franklin,U.S. Senate,,I,Greg Orman,4,0,4,0
Crawford,14 Frontenac W1,U.S. Senate,,I,Greg Orman,147,41,100,6
Crawford,15 Frontenac W2,U.S. Senate,,I,Greg Orman,222,43,175,4
Crawford,16 Frontenac W3,U.S. Senate,,I,Greg Orman,91,18,70,3
Crawford,17 Frontenac W4,U.S. Senate,,I,Greg Orman,73,22,50,1
Crawford,18 Girard W1,U.S. Senate,,I,Greg Orman,37,4,33,0
Crawford,19 Girard W2,U.S. Senate,,I,Greg Orman,100,19,81,0
Crawford,20 Girard W3,U.S. Senate,,I,Greg Orman,81,13,65,3
Crawford,21 Girard W4,U.S. Senate,,I,Greg Orman,87,9,75,3
Crawford,22 Grant,U.S. Senate,,I,Greg Orman,40,8,32,0
Crawford,23 Hepler,U.S. Senate,,I,Greg Orman,10,2,8,0
Crawford,24 Lincoln,U.S. Senate,,I,Greg Orman,41,8,33,0
Crawford,25 Lincoln,U.S. Senate,,I,Greg Orman,1,0,1,0
Crawford,26 Lincoln-Arcadia,U.S. Senate,,I,Greg Orman,15,3,12,0
Crawford,27 Lone Star,U.S. Senate,,I,Greg Orman,177,26,147,4
Crawford,28 McCune,U.S. Senate,,I,Greg Orman,54,7,45,2
Crawford,29 Mulberry W1,U.S. Senate,,I,Greg Orman,24,0,24,0
Crawford,30 Mulberry W2,U.S. Senate,,I,Greg Orman,14,3,11,0
Crawford,31 North Arma,U.S. Senate,,I,Greg Orman,94,20,71,3
Crawford,32 Opolis,U.S. Senate,,I,Greg Orman,48,11,35,2
Crawford,33 Osage-McCune,U.S. Senate,,I,Greg Orman,36,4,32,0
Crawford,34 Parkview,U.S. Senate,,I,Greg Orman,41,9,31,1
Crawford,35 Parkview,U.S. Senate,,I,Greg Orman,46,12,29,5
Crawford,36 Pittsburg W1P1,U.S. Senate,,I,Greg Orman,76,15,54,7
Crawford,37 Pittsburg W1P2,U.S. Senate,,I,Greg Orman,157,33,118,6
Crawford,38 Pittsburg W1P3,U.S. Senate,,I,Greg Orman,379,98,270,11
Crawford,39 Pittsburg W2P1,U.S. Senate,,I,Greg Orman,71,8,61,2
Crawford,40 Pittsburg W2P2,U.S. Senate,,I,Greg Orman,113,27,81,5
Crawford,41 Pittsburg W2P3,U.S. Senate,,I,Greg Orman,150,41,103,6
Crawford,42 Pittsburg W2P4,U.S. Senate,,I,Greg Orman,105,25,78,2
Crawford,43 Pittsburg W2P5,U.S. Senate,,I,Greg Orman,119,24,89,6
Crawford,44 Pittsburg W3P1,U.S. Senate,,I,Greg Orman,85,16,64,5
Crawford,45 Pittsburg W3P2,U.S. Senate,,I,Greg Orman,112,26,81,5
Crawford,46 Pittsburg W4P1,U.S. Senate,,I,Greg Orman,39,3,33,3
Crawford,47 Pittsburg W4P2,U.S. Senate,,I,Greg Orman,83,28,51,4
Crawford,48 Pittsburg W4P3,U.S. Senate,,I,Greg Orman,143,36,102,5
Crawford,49 Pittsburg W4P4,U.S. Senate,,I,Greg Orman,68,15,48,5
Crawford,50 Pittsburg W4P5,U.S. Senate,,I,Greg Orman,213,44,166,3
Crawford,51 Pittsburg W4P6,U.S. Senate,,I,Greg Orman,19,5,14,0
Crawford,52 Raymond,U.S. Senate,,I,Greg Orman,108,27,79,2
Crawford,53 Sheridan-Cherokee,U.S. Senate,,I,Greg Orman,18,1,17,0
Crawford,54 Sheridan,U.S. Senate,,I,Greg Orman,22,2,20,0
Crawford,55 Sherman,U.S. Senate,,I,Greg Orman,83,17,65,1
Crawford,56 Smelter,U.S. Senate,,I,Greg Orman,96,26,68,2
Crawford,57 South Arma,U.S. Senate,,I,Greg Orman,127,36,87,4
Crawford,58 Walnut,U.S. Senate,,I,Greg Orman,17,1,16,0
Crawford,59 Walnut twp,U.S. Senate,,I,Greg Orman,1,0,1,0
Crawford,60 Walnut twp,U.S. Senate,,I,Greg Orman,4,0,3,1
Crawford,61 Walnut-Hepler,U.S. Senate,,I,Greg Orman,1,0,1,0
Crawford,62 Walnut-Hepler,U.S. Senate,,I,Greg Orman,8,1,7,0
Crawford,01 Arcadia,U.S. Senate,,R,Pat Roberts,41,7,34,0
Crawford,02 Baker,U.S. Senate,,R,Pat Roberts,218,22,188,8
Crawford,03 Beulah,U.S. Senate,,R,Pat Roberts,51,8,41,2
Crawford,04 Brazilton,U.S. Senate,,R,Pat Roberts,17,2,15,0
Crawford,05 Capaldo,U.S. Senate,,R,Pat Roberts,9,1,8,0
Crawford,06 Capaldo,U.S. Senate,,R,Pat Roberts,67,9,58,0
Crawford,07 Cherokee,U.S. Senate,,R,Pat Roberts,95,7,82,6
Crawford,08 Cherokee-Sheridan,U.S. Senate,,R,Pat Roberts,64,6,57,1
Crawford,09 Chicopee,U.S. Senate,,R,Pat Roberts,124,20,102,2
Crawford,10 Crawford,U.S. Senate,,R,Pat Roberts,117,11,103,3
Crawford,11 Crowe,U.S. Senate,,R,Pat Roberts,34,1,33,0
Crawford,12 Franklin,U.S. Senate,,R,Pat Roberts,61,9,51,1
Crawford,13 Franklin,U.S. Senate,,R,Pat Roberts,2,1,1,0
Crawford,14 Frontenac W1,U.S. Senate,,R,Pat Roberts,115,24,88,3
Crawford,15 Frontenac W2,U.S. Senate,,R,Pat Roberts,175,31,137,7
Crawford,16 Frontenac W3,U.S. Senate,,R,Pat Roberts,64,6,56,2
Crawford,17 Frontenac W4,U.S. Senate,,R,Pat Roberts,53,7,44,2
Crawford,18 Girard W1,U.S. Senate,,R,Pat Roberts,35,2,33,0
Crawford,19 Girard W2,U.S. Senate,,R,Pat Roberts,139,28,109,2
Crawford,20 Girard W3,U.S. Senate,,R,Pat Roberts,70,11,57,2
Crawford,21 Girard W4,U.S. Senate,,R,Pat Roberts,127,25,99,3
Crawford,22 Grant,U.S. Senate,,R,Pat Roberts,64,3,61,0
Crawford,23 Hepler,U.S. Senate,,R,Pat Roberts,17,2,14,1
Crawford,24 Lincoln,U.S. Senate,,R,Pat Roberts,68,9,59,0
Crawford,25 Lincoln,U.S. Senate,,R,Pat Roberts,4,0,4,0
Crawford,26 Lincoln-Arcadia,U.S. Senate,,R,Pat Roberts,12,2,9,1
Crawford,27 Lone Star,U.S. Senate,,R,Pat Roberts,229,28,197,4
Crawford,28 McCune,U.S. Senate,,R,Pat Roberts,48,3,44,1
Crawford,29 Mulberry W1,U.S. Senate,,R,Pat Roberts,21,4,17,0
Crawford,30 Mulberry W2,U.S. Senate,,R,Pat Roberts,25,2,23,0
Crawford,31 North Arma,U.S. Senate,,R,Pat Roberts,120,17,102,1
Crawford,32 Opolis,U.S. Senate,,R,Pat Roberts,77,10,66,1
Crawford,33 Osage-McCune,U.S. Senate,,R,Pat Roberts,115,9,106,0
Crawford,34 Parkview,U.S. Senate,,R,Pat Roberts,25,2,21,2
Crawford,35 Parkview,U.S. Senate,,R,Pat Roberts,43,5,36,2
Crawford,36 Pittsburg W1P1,U.S. Senate,,R,Pat Roberts,94,14,77,3
Crawford,37 Pittsburg W1P2,U.S. Senate,,R,Pat Roberts,175,25,147,3
Crawford,38 Pittsburg W1P3,U.S. Senate,,R,Pat Roberts,430,75,348,7
Crawford,39 Pittsburg W2P1,U.S. Senate,,R,Pat Roberts,62,5,56,1
Crawford,40 Pittsburg W2P2,U.S. Senate,,R,Pat Roberts,92,11,80,1
Crawford,41 Pittsburg W2P3,U.S. Senate,,R,Pat Roberts,88,14,72,2
Crawford,42 Pittsburg W2P4,U.S. Senate,,R,Pat Roberts,103,13,88,2
Crawford,43 Pittsburg W2P5,U.S. Senate,,R,Pat Roberts,152,20,126,6
Crawford,44 Pittsburg W3P1,U.S. Senate,,R,Pat Roberts,93,11,76,6
Crawford,45 Pittsburg W3P2,U.S. Senate,,R,Pat Roberts,107,21,83,3
Crawford,46 Pittsburg W4P1,U.S. Senate,,R,Pat Roberts,34,8,25,1
Crawford,47 Pittsburg W4P2,U.S. Senate,,R,Pat Roberts,50,7,33,10
Crawford,48 Pittsburg W4P3,U.S. Senate,,R,Pat Roberts,140,18,117,5
Crawford,49 Pittsburg W4P4,U.S. Senate,,R,Pat Roberts,67,10,52,5
Crawford,50 Pittsburg W4P5,U.S. Senate,,R,Pat Roberts,239,44,190,5
Crawford,51 Pittsburg W4P6,U.S. Senate,,R,Pat Roberts,50,4,46,0
Crawford,52 Raymond,U.S. Senate,,R,Pat Roberts,147,18,125,4
Crawford,53 Sheridan-Cherokee,U.S. Senate,,R,Pat Roberts,16,2,14,0
Crawford,54 Sheridan,U.S. Senate,,R,Pat Roberts,19,1,18,0
Crawford,55 Sherman,U.S. Senate,,R,Pat Roberts,123,6,117,0
Crawford,56 Smelter,U.S. Senate,,R,Pat Roberts,141,7,132,2
Crawford,57 South Arma,U.S. Senate,,R,Pat Roberts,125,18,105,2
Crawford,58 Walnut,U.S. Senate,,R,Pat Roberts,23,3,20,0
Crawford,59 Walnut twp,U.S. Senate,,R,Pat Roberts,0,0,0,
Crawford,60 Walnut twp,U.S. Senate,,R,Pat Roberts,10,0,9,1
Crawford,61 Walnut-Hepler,U.S. Senate,,R,Pat Roberts,0,0,0,
Crawford,62 Walnut-Hepler,U.S. Senate,,R,Pat Roberts,10,1,9,0
Crawford,01 Arcadia,U.S. Senate,,L,Randall Batson,12,1,11,0
Crawford,02 Baker,U.S. Senate,,L,Randall Batson,28,4,24,0
Crawford,03 Beulah,U.S. Senate,,L,Randall Batson,6,0,6,0
Crawford,04 Brazilton,U.S. Senate,,L,Randall Batson,3,0,3,0
Crawford,05 Capaldo,U.S. Senate,,L,Randall Batson,1,0,1,0
Crawford,06 Capaldo,U.S. Senate,,L,Randall Batson,15,5,10,0
Crawford,07 Cherokee,U.S. Senate,,L,Randall Batson,25,1,24,0
Crawford,08 Cherokee-Sheridan,U.S. Senate,,L,Randall Batson,9,0,9,0
Crawford,09 Chicopee,U.S. Senate,,L,Randall Batson,17,1,16,0
Crawford,10 Crawford,U.S. Senate,,L,Randall Batson,15,0,15,0
Crawford,11 Crowe,U.S. Senate,,L,Randall Batson,8,4,3,1
Crawford,12 Franklin,U.S. Senate,,L,Randall Batson,13,0,12,1
Crawford,13 Franklin,U.S. Senate,,L,Randall Batson,0,0,0,
Crawford,14 Frontenac W1,U.S. Senate,,L,Randall Batson,26,4,20,2
Crawford,15 Frontenac W2,U.S. Senate,,L,Randall Batson,33,9,24,0
Crawford,16 Frontenac W3,U.S. Senate,,L,Randall Batson,14,1,13,0
Crawford,17 Frontenac W4,U.S. Senate,,L,Randall Batson,9,3,5,1
Crawford,18 Girard W1,U.S. Senate,,L,Randall Batson,10,2,8,0
Crawford,19 Girard W2,U.S. Senate,,L,Randall Batson,22,1,21,0
Crawford,20 Girard W3,U.S. Senate,,L,Randall Batson,16,3,13,0
Crawford,21 Girard W4,U.S. Senate,,L,Randall Batson,28,6,21,1
Crawford,22 Grant,U.S. Senate,,L,Randall Batson,8,2,6,0
Crawford,23 Hepler,U.S. Senate,,L,Randall Batson,3,0,2,1
Crawford,24 Lincoln,U.S. Senate,,L,Randall Batson,12,3,9,0
Crawford,25 Lincoln,U.S. Senate,,L,Randall Batson,0,0,0,
Crawford,26 Lincoln-Arcadia,U.S. Senate,,L,Randall Batson,2,0,2,0
Crawford,27 Lone Star,U.S. Senate,,L,Randall Batson,33,2,31,0
Crawford,28 McCune,U.S. Senate,,L,Randall Batson,16,1,15,0
Crawford,29 Mulberry W1,U.S. Senate,,L,Randall Batson,6,0,6,0
Crawford,30 Mulberry W2,U.S. Senate,,L,Randall Batson,8,2,6,0
Crawford,31 North Arma,U.S. Senate,,L,Randall Batson,17,2,15,0
Crawford,32 Opolis,U.S. Senate,,L,Randall Batson,5,1,4,0
Crawford,33 Osage-McCune,U.S. Senate,,L,Randall Batson,10,1,9,0
Crawford,34 Parkview,U.S. Senate,,L,Randall Batson,9,2,6,1
Crawford,35 Parkview,U.S. Senate,,L,Randall Batson,2,0,2,0
Crawford,36 Pittsburg W1P1,U.S. Senate,,L,Randall Batson,9,1,5,3
Crawford,37 Pittsburg W1P2,U.S. Senate,,L,Randall Batson,22,4,14,4
Crawford,38 Pittsburg W1P3,U.S. Senate,,L,Randall Batson,38,11,26,1
Crawford,39 Pittsburg W2P1,U.S. Senate,,L,Randall Batson,16,3,12,1
Crawford,40 Pittsburg W2P2,U.S. Senate,,L,Randall Batson,9,2,5,2
Crawford,41 Pittsburg W2P3,U.S. Senate,,L,Randall Batson,14,2,11,1
Crawford,42 Pittsburg W2P4,U.S. Senate,,L,Randall Batson,6,3,3,0
Crawford,43 Pittsburg W2P5,U.S. Senate,,L,Randall Batson,14,2,10,2
Crawford,44 Pittsburg W3P1,U.S. Senate,,L,Randall Batson,19,2,17,0
Crawford,45 Pittsburg W3P2,U.S. Senate,,L,Randall Batson,17,2,15,0
Crawford,46 Pittsburg W4P1,U.S. Senate,,L,Randall Batson,7,0,6,1
Crawford,47 Pittsburg W4P2,U.S. Senate,,L,Randall Batson,17,3,14,0
Crawford,48 Pittsburg W4P3,U.S. Senate,,L,Randall Batson,35,8,25,2
Crawford,49 Pittsburg W4P4,U.S. Senate,,L,Randall Batson,11,2,8,1
Crawford,50 Pittsburg W4P5,U.S. Senate,,L,Randall Batson,24,2,22,0
Crawford,51 Pittsburg W4P6,U.S. Senate,,L,Randall Batson,6,2,4,0
Crawford,52 Raymond,U.S. Senate,,L,Randall Batson,18,0,18,0
Crawford,53 Sheridan-Cherokee,U.S. Senate,,L,Randall Batson,8,0,7,1
Crawford,54 Sheridan,U.S. Senate,,L,Randall Batson,2,0,2,0
Crawford,55 Sherman,U.S. Senate,,L,Randall Batson,18,0,18,0
Crawford,56 Smelter,U.S. Senate,,L,Randall Batson,11,4,7,0
Crawford,57 South Arma,U.S. Senate,,L,Randall Batson,18,4,14,0
Crawford,58 Walnut,U.S. Senate,,L,Randall Batson,6,1,5,0
Crawford,59 Walnut twp,U.S. Senate,,L,Randall Batson,1,0,1,0
Crawford,60 Walnut twp,U.S. Senate,,L,Randall Batson,1,0,1,0
Crawford,61 Walnut-Hepler,U.S. Senate,,L,Randall Batson,1,0,1,0
Crawford,62 Walnut-Hepler,U.S. Senate,,L,Randall Batson,1,0,1,0
Crawford,01 Arcadia,U.S. Senate,,,writeins,1,0,1,0
Crawford,02 Baker,U.S. Senate,,,writeins,1,0,0,1
Crawford,07 Cherokee,U.S. Senate,,,writeins,1,1,0,0
Crawford,09 Chicopee,U.S. Senate,,,writeins,1,0,1,0
Crawford,14 Frontenac W1,U.S. Senate,,,writeins,1,0,1,0
Crawford,15 Frontenac W2,U.S. Senate,,,writeins,3,1,2,0
Crawford,16 Frontenac W3,U.S. Senate,,,writeins,1,0,1,0
Crawford,17 Frontenac W4,U.S. Senate,,,writeins,1,0,1,0
Crawford,28 McCune,U.S. Senate,,,writeins,1,0,1,0
Crawford,31 North Arma,U.S. Senate,,,writeins,2,1,1,0
Crawford,32 Opolis,U.S. Senate,,,writeins,1,0,1,0
Crawford,37 Pittsburg W1P2,U.S. Senate,,,writeins,2,0,2,0
Crawford,38 Pittsburg W1P3,U.S. Senate,,,writeins,3,1,2,0
Crawford,42 Pittsburg W2P4,U.S. Senate,,,writeins,1,0,1,0
Crawford,44 Pittsburg W3P1,U.S. Senate,,,writeins,2,0,1,1
Crawford,46 Pittsburg W4P1,U.S. Senate,,,writeins,2,1,1,0
Crawford,47 Pittsburg W4P2,U.S. Senate,,,writeins,1,0,1,0
Crawford,48 Pittsburg W4P3,U.S. Senate,,,writeins,1,0,1,0
Crawford,56 Smelter,U.S. Senate,,,writeins,2,0,2,0
